"event_datetime","humidity"
"2015-03-19 16:00:00",25.45455882
"2015-03-19 17:00:00",28.44035499
"2015-03-19 18:00:00",31.39921313
"2015-03-19 19:00:00",33.04141709
"2015-03-19 20:00:00",33.52230191
"2015-03-19 21:00:00",34.46243928
"2015-03-19 22:00:00",36.08648185
"2015-03-19 23:00:00",37.43979812
"2015-03-20 00:00:00",38.88680877
"2015-03-20 08:00:00",36.89888088
"2015-03-20 09:00:00",35.7349795
"2015-03-20 10:00:00",33.79463699
"2015-03-20 11:00:00",31.49306651
"2015-03-20 12:00:00",28.92714707
"2015-03-20 13:00:00",28.54657134
"2015-03-20 14:00:00",28.96771791
"2015-03-20 15:00:00",30.07095121
"2015-03-20 16:00:00",31.12385786
"2015-03-20 17:00:00",32.50152793
"2015-03-20 18:00:00",33.53886116
"2015-03-20 19:00:00",34.90722954
"2015-03-20 20:00:00",36.43997517
"2015-03-20 21:00:00",38.06058319
"2015-03-20 22:00:00",38.68997263
"2015-03-20 23:00:00",39.68067457
"2015-03-23 09:00:00",37.76588744
"2015-03-23 10:00:00",34.89242579
"2015-03-23 11:00:00",32.37022718
"2015-03-23 12:00:00",31.41321826
"2015-03-23 13:00:00",30.2748831
"2015-03-23 14:00:00",28.29078581
"2015-03-23 15:00:00",27.00086861
"2015-03-23 16:00:00",27.96759176
"2015-03-23 17:00:00",31.41242962
"2015-03-23 18:00:00",37.00675808
"2015-03-24 08:00:00",38.07887205
"2015-03-24 09:00:00",33.20330665
"2015-03-24 10:00:00",31.49595687
"2015-03-24 11:00:00",31.02102145
"2015-03-24 12:00:00",29.92705593
"2015-03-24 13:00:00",29.04629441
"2015-03-24 14:00:00",28.03155019
"2015-03-24 15:00:00",27.80225577
"2015-03-24 16:00:00",30.05179716
"2015-03-24 17:00:00",34.0652426
"2015-03-24 18:00:00",35.29223946
"2015-03-24 19:00:00",36.20324241
"2015-03-24 20:00:00",37.64912089
"2015-03-24 21:00:00",39.51612145
"2015-03-26 10:00:00",39.55421243
"2015-03-26 11:00:00",38.2212817
"2015-03-26 12:00:00",37.45125536
"2015-03-26 13:00:00",37.85224212
"2015-03-26 14:00:00",38.28250338
"2015-03-26 15:00:00",37.75504205
"2015-03-26 16:00:00",38.16305953
"2015-03-26 17:00:00",38.00137342
"2015-03-26 18:00:00",36.71574073
"2015-03-26 19:00:00",37.04890663
"2015-03-27 08:00:00",36.10506236
"2015-03-27 09:00:00",30.98232388
"2015-03-27 10:00:00",30.36035376
"2015-03-27 11:00:00",27.44200318
"2015-03-27 12:00:00",26.5531963
"2015-03-27 13:00:00",25.75664124
"2015-03-27 14:00:00",24.21085795
"2015-03-27 15:00:00",23.50122448
"2015-03-27 16:00:00",25.71193771
"2015-03-27 17:00:00",28.33972532
"2015-03-27 18:00:00",30.77865627
"2015-03-27 19:00:00",32.23345179
"2015-03-27 20:00:00",33.60219769
"2015-03-27 21:00:00",35.37019446
"2015-02-28 05:00:00",60.29380606
"2015-02-28 06:00:00",62.01441175
"2015-02-28 07:00:00",61.37334695
"2015-02-28 08:00:00",60.95554172
"2015-03-08 02:00:00",60.00875878
"2015-03-08 03:00:00",61.40179291
"2015-03-08 04:00:00",62.16245607
"2015-03-08 05:00:00",65.43819314
"2015-03-08 06:00:00",65.75460601
"2015-03-08 07:00:00",66.42808149
"2015-03-08 08:00:00",67.36025568
"2015-03-08 09:00:00",67.22994897
"2015-03-08 10:00:00",65.98470439
"2015-03-08 11:00:00",65.12528206
"2015-03-08 12:00:00",64.22343348
"2015-03-08 13:00:00",64.13866717
"2015-03-08 14:00:00",64.74823504
"2015-03-08 15:00:00",65.43444186
"2015-03-08 16:00:00",65.65050813
"2015-03-08 17:00:00",65.80981931
"2015-03-08 18:00:00",64.98143461
