"event_datetime","city","temperature","light","airquality_raw","sound","humidity","dust"
"2015-03-22 14:00:00","Shanghai",17.61329519,0.040747261,26.16406005,1731.911521,31.36839342,1191.302783
"2015-03-22 15:00:00","Shanghai",17.25972642,0.01703163,26.76592508,1728.771549,35.12345264,1133.724251
"2015-03-22 16:00:00","Shanghai",16.95720533,0,27.496367,1689.483318,39.00403102,1137.430853
"2015-03-22 17:00:00","Shanghai",16.50723259,0.030041456,28.99293088,1662.894426,42.88031673,1137.7918
"2015-03-22 18:00:00","Shanghai",16.21550154,0,29.18407395,1619.60883,45.21552645,1127.102502
"2015-03-22 19:00:00","Shanghai",16.05975648,0,29.09486682,1608.73835,46.93681813,1095.020096
"2015-03-22 20:00:00","Shanghai",16.00685362,0,30.23120644,1618.759991,49.5028072,1130.620943
"2015-03-22 21:00:00","Shanghai",16.0311091,4.030052531,30.26900997,1606.383111,51.06743006,1118.270493
"2015-03-22 22:00:00","Shanghai",15.99576419,178.9886573,30.80779222,1609.596611,52.58626441,1216.226744
"2015-03-22 23:00:00","Shanghai",16.30849655,697.2686447,30.52358772,1640.733413,51.67578653,1372.481458
"2015-03-23 00:00:00","Shanghai",16.88026205,1102.700964,29.53728162,1674.612252,47.92362452,1458.268325
"2015-03-23 01:00:00","Shanghai",17.54425122,1194.492354,27.56553227,1648.472461,44.08378341,1454.122342
"2015-03-23 02:00:00","Shanghai",18.24496399,1798.272417,26.27955837,1656.319995,39.56020331,1356.314822
"2015-03-23 03:00:00","Shanghai",18.98157502,2174.851894,26.31114543,1675.380379,35.55639767,1338.45292
"2015-03-23 04:00:00","Shanghai",19.79375037,3098.003174,26.17837012,1741.003451,31.16396052,1212.500022
"2015-03-23 05:00:00","Shanghai",20.25171888,2705.166528,25.44010127,1744.824469,27.56612828,1147.903743
"2015-03-23 06:00:00","Shanghai",20.36079746,2113.024065,24.74619287,1736.610378,26.18220229,1166.76419
"2015-03-23 07:00:00","Shanghai",19.91965987,1427.047321,25.68155037,1726.231571,28.85912023,1178.314124
"2015-03-23 08:00:00","Shanghai",19.09652438,802.5529828,26.13279304,1715.328593,31.06536766,1099.834174
"2015-03-23 09:00:00","Shanghai",18.23245098,245.9370286,26.54584439,1698.675798,32.23672575,1063.851475
"2015-03-23 10:00:00","Shanghai",17.25924852,8.62093907,26.48490016,1714.835588,33.51708995,1077.845544
"2015-03-23 11:00:00","Shanghai",16.56657577,2.075784465,27.02375396,1704.813182,36.28525767,1085.430102
"2015-03-23 12:00:00","Shanghai",16.42160753,1.160652138,27.49728647,1653.63577,38.18948802,1059.079041
"2015-03-23 13:00:00","Shanghai",16.08635334,0.446405945,27.60040354,1672.888704,39.04684481,1032.404567
"2015-03-23 14:00:00","Shanghai",15.91786391,0.091064491,27.36948539,1650.735403,39.34607101,1004.20954
"2015-03-23 15:00:00","Shanghai",15.75340737,0,27.08854571,1683.879613,39.21766698,959.156321
"2015-03-23 16:00:00","Shanghai",15.55020703,0,26.76823048,1662.731283,38.58631909,962.6246246
"2015-03-23 17:00:00","Shanghai",15.34962207,0,26.32799882,1651.265837,37.66503463,949.1112097
"2015-03-23 18:00:00","Shanghai",15.19564169,0,26.05831449,1611.816463,37.30828461,946.3128605
"2015-03-23 19:00:00","Shanghai",15.01379542,0,26.03154752,1606.3137,37.63288035,934.0271137
"2015-03-23 20:00:00","Shanghai",14.86115626,0,26.6649982,1588.742974,39.21381038,929.4207673
"2015-03-23 21:00:00","Shanghai",14.68497328,6.976120399,26.5990609,1544.871549,40.40629011,934.2054795
"2015-03-23 22:00:00","Shanghai",14.8056349,300.9065664,27.14271702,1570.049079,40.16686661,964.3731581
